Country,Year,Methane_Co2_Equivalent_in_Kt,MethaneDeviation,GDP,Country Code,IncomeGroup,Region,lat,lon,TotalEmissions,
Sao Tome and Principe,2006,41.9249,1.75,2546,STP,Lower middle income,Sub-Saharan Africa,0.21658,6.59542,1300,0.02
Suriname,2006,594.373,-11.32,12553,SUR,Upper middle income,Latin America & Caribbean,5.82031,-55.16542,38179,-0.11
Slovenia,2006,2972.35,-0.26,28096,SVN,High income,Europe & Central Asia,46.05061,14.5028,117538,0
Sweden,2006,11622.9,0.99,42873,SWE,High income,Europe & Central Asia,59.33233,18.06293,470129,0.01
Eswatini,2006,1237.84,3.5,5733,SWZ,Lower middle income,Sub-Saharan Africa,-26.32604,31.1411,48181,0.04
Seychelles,2006,21.8733,1.93,19086,SYC,High income,Sub-Saharan Africa,-4.62311,55.45364,732,0.02
Syria,2006,12126.7,1.94,5888,SYR,Low income,Middle East & North Africa,33.4993,36.30132,344200,0.02
Chad,2006,17305.7,33.99,1755,TCD,Low income,Sub-Saharan Africa,15.5748,18.7182,457336,0.34
Togo,2006,3391.76,-9.11,1228,TGO,Low income,Sub-Saharan Africa,8.4736,1.00643,130390,-0.09
Thailand,2006,91237.3,1.89,11400,THA,Upper middle income,East Asia & Pacific,13.75336,100.50483,3688811,0.02
Tajikistan,2006,4073.42,4.85,1800,TJK,Low income,Europe & Central Asia,38.56791,68.77156,159714,0.05
Turkmenistan,2006,30054,1.73,7137,TKM,Upper middle income,Europe & Central Asia,37.95055,58.38555,924698,0.02
Timor-Leste,2006,685.737,1.33,1206,TLS,Lower middle income,East Asia & Pacific,-8.89242,125.7582,20213,0.01
Tonga,2006,59.2148,0.42,4920,TON,Upper middle income,East Asia & Pacific,-21.13369,-175.20361,2348,0
Trinidad and Tobago,2006,13000.8,17.18,28790,TTO,High income,Latin America & Caribbean,10.459,-61.2323,230252,0.17
Tunisia,2006,7401.5,2.11,9109,TUN,Lower middle income,Middle East & North Africa,36.80002,10.1827,210882,0.02
Turkey,2006,67179.7,4.39,16013,TUR,Upper middle income,Europe & Central Asia,39.94292,32.86049,2134964,0.04
Tanzania,2006,25245.3,-24.89,1880,TZA,Low income,Sub-Saharan Africa,-6.17349,35.74653,1056588,-0.25
Uganda,2006,16243.6,-3.54,1304,UGA,Low income,Sub-Saharan Africa,0.32537,32.58701,556449,-0.04
Ukraine,2006,70251.4,-0.97,7848,UKR,Lower middle income,Europe & Central Asia,50.45058,30.52428,3869662,-0.01
Uruguay,2006,20118,1.86,13489,URY,High income,Latin America & Caribbean,-34.87417,-56.16293,763890,0.02
United States,2006,540769,0.44,50599,USA,High income,North America,38.89037,-100,25000568,0
Uzbekistan,2006,43945.7,3.48,3211,UZB,Lower middle income,Europe & Central Asia,41.32051,69.30666,1389366,0.03
"Venezuela, RB",2006,57872.5,-0.06,16178,VEN,Upper middle income,Latin America & Caribbean,7.1784,-65.2638,1958077,0
Vietnam,2006,99338.4,5.29,3687,VNM,Lower middle income,East Asia & Pacific,21.0289,105.85465,3060610,0.05
Vanuatu,2006,258.834,0.35,2761,VUT,Lower middle income,East Asia & Pacific,-17.73418,168.32094,9186,0
Samoa,2006,127.672,0.77,5406,WSM,Upper middle income,East Asia & Pacific,-13.624,-172.4482,4470,0.01
Yemen,2006,8338.36,7.07,4320,YEM,Low income,Middle East & North Africa,15.35318,44.21954,199326,0.07
South Africa,2006,65470.7,0.12,11597,ZAF,Upper middle income,Sub-Saharan Africa,-25.74587,28.18763,2208620,0
Zambia,2006,20195.7,-4.7,2752,ZMB,Lower middle income,Sub-Saharan Africa,-15.42555,28.27877,827070,-0.05
Zimbabwe,2006,8464.64,-12.36,1629,ZWE,Low income,Sub-Saharan Africa,-17.82438,31.05,368583,-0.12
Afghanistan,2007,11049.7,1.65,1298,AFG,Low income,South Asia,34.53156,69.12535,418090,0.02
Angola,2007,16551,-0.32,6453,AGO,Lower middle income,Sub-Saharan Africa,-12.3329,16.8309,768497,0
Albania,2007,2505.74,0.82,7977,ALB,Upper middle income,Europe & Central Asia,41.32233,19.82516,100147,0.01
United Arab Emirates,2007,24537.1,2.54,82993,ARE,High income,Middle East & North Africa,23.4997,54.1571,824537,0.03
Argentina,2007,97783.6,-2.24,13873,ARG,High income,Latin America & Caribbean,-34.60851,-58.37349,4137984,-0.02
Armenia,2007,3105.73,0.7,6877,ARM,Upper middle income,Europe & Central Asia,40.17334,44.51461,97866,0.01
Antigua and Barbuda,2007,40.713,1.3,26008,ATG,High income,Latin America & Caribbean,17.0852,-61.8118,1516,0.01
Australia,2007,135612,13.88,40643,AUS,High income,East Asia & Pacific,-35.30655,149.12656,4907976,0.14
Austria,2007,8384.12,-0.57,43418,AUT,High income,Europe & Central Asia,48.20255,16.3688,399006,-0.01
Azerbaijan,2007,14806.8,13.23,13243,AZE,Upper middle income,Europe & Central Asia,40.4299,47.4369,459643,0.13
Burundi,2007,2413.61,2.57,713,BDI,Low income,Sub-Saharan Africa,-3.36014,29.36907,79489,0.03
Belgium,2007,9547.3,-0.38,41575,BEL,High income,Europe & Central Asia,50.84839,4.34969,520579,0
Benin,2007,5598.09,23.68,1616,BEN,Low income,Sub-Saharan Africa,6.48771,2.61353,193598,0.24
Burkina Faso,2007,13396.2,9.55,1304,BFA,Low income,Sub-Saharan Africa,11.58778,-2.47413,345405,0.1
Bangladesh,2007,96499.6,1.56,2158,BGD,Lower middle income,South Asia,23.71321,90.39957,3878389,0.02
Bulgaria,2007,12461.8,-1.51,14430,BGR,Upper middle income,Europe & Central Asia,42.69717,23.32435,569442,-0.02
Bahrain,2007,3058.41,4.55,43251,BHR,High income,Middle East & North Africa,26.22954,50.576,83450,0.05
"Bahamas, The",2007,206.223,2.6,25412,BHS,High income,Latin America & Caribbean,24.6591,-78.006,6464,0.03
Bosnia and Herzegovina,2007,2944.54,5.1,8820,BIH,Upper middle income,Europe & Central Asia,43.85944,18.43576,139892,0.05
Belarus,2007,14870.9,2.97,13103,BLR,Upper middle income,Europe & Central Asia,53.90255,27.5631,657045,0.03
Belize,2007,191.835,1.03,8240,BLZ,Upper middle income,Latin America & Caribbean,17.25414,-88.77046,6931,0.01
Bolivia,2007,19943.6,3.98,4850,BOL,Lower middle income,Latin America & Caribbean,-16.4989,-68.13313,906897,0.04
Brazil,2007,412677,1.32,13364,BRA,Upper middle income,Latin America & Caribbean,-15.77843,-47.92866,14049996,0.01
Barbados,2007,103.08,2.02,16099,BRB,High income,Latin America & Caribbean,13.11202,-59.61269,4667,0.02
Brunei,2007,4333.04,-3.7,75054,BRN,High income,East Asia & Pacific,4.8919,114.94044,163011,-0.04
Bhutan,2007,1118.85,-10.93,5507,BTN,Lower middle income,South Asia,27.4682,89.66189,43578,-0.11
Botswana,2007,3936.47,2.24,13170,BWA,Upper middle income,Sub-Saharan Africa,-24.65527,25.91907,198601,0.02
Central African Republic,2007,147533,60.75,892,CAF,Low income,Sub-Saharan Africa,6.61404,20.65731,1720740,0.61
Canada,2007,107975,0.02,41432,CAN,High income,North America,45.42179,-75.69119,3779435,0
Switzerland,2007,4953.02,0.16,54483,CHE,High income,Europe & Central Asia,46.94843,7.44046,227834,0
Chile,2007,17972.4,-2.27,18278,CHL,High income,Latin America & Caribbean,-33.43724,-70.65002,614035,-0.02
China,2007,1444170,3.7,7225,CHN,Upper middle income,East Asia & Pacific,39.90469,116.40708,45917251,0.04
Cameroon,2007,23834.6,50.35,2564,CMR,Lower middle income,Sub-Saharan Africa,3.86796,11.51695,568560,0.5
Colombia,2007,61599.7,3.2,10278,COL,Upper middle income,Latin America & Caribbean,4.61495,-74.06938,2178243,0.03
Comoros,2007,255.213,1.33,1472,COM,Low income,Sub-Saharan Africa,-11.69219,43.25921,8571,0.01
Cabo Verde,2007,135.212,2.57,5666,CPV,Lower middle income,Sub-Saharan Africa,17.0545,-25.17401,3792,0.03
Costa Rica,2007,2254.63,-3.84,12079,CRI,Upper middle income,Latin America & Caribbean,9.92976,-84.08569,134421,-0.04
Cuba,2007,8605.03,-3.1,17055,CUB,Upper middle income,Latin America & Caribbean,22.0677,-79.4995,474018,-0.03
Cyprus,2007,615.067,0.01,35455,CYP,High income,Europe & Central Asia,34.8997,32.9066,19955,0
Czech Republic,2007,12055.6,0.41,28595,CZE,High income,Europe & Central Asia,50.07908,14.43323,682287,0
Germany,2007,59594.5,-0.78,40693,DEU,High income,Europe & Central Asia,52.51607,13.37699,4257031,-0.01
Djibouti,2007,602.611,1.06,2399,DJI,Lower middle income,Middle East & North Africa,11.58766,43.1448,17548,0.01
Dominica,2007,39.1296,0.6,9713,DMA,Upper middle income,Latin America & Caribbean,15.30201,-61.38607,1387,0.01
Denmark,2007,7816.61,-0.37,45609,DNK,High income,Europe & Central Asia,56.3716,9.1073,345797,0
Dominican Republic,2007,6724.89,-0.27,10233,DOM,Upper middle income,Latin America & Caribbean,19.0691,-70.886,257328,0
Algeria,2007,46547.4,-1.95,12289,DZA,Upper middle income,Middle East & North Africa,28.0236,2.3609,1489812,-0.02
Ecuador,2007,14932.4,-1.34,8840,ECU,Upper middle income,Latin America & Caribbean,-0.20567,-78.50875,481911,-0.01
Egypt,2007,50232.2,1,9467,EGY,Lower middle income,Middle East & North Africa,30.04998,31.24861,1350671,0.01
Eritrea,2007,2775.95,3.67,1246,ERI,Low income,Sub-Saharan Africa,15.33637,38.93661,94128,0.04
Spain,2007,36302.2,0.64,34845,ESP,High income,Europe & Central Asia,40.42028,-3.70578,1361674,0.01
Estonia,2007,2253.78,1.44,26066,EST,High income,Europe & Central Asia,58.7038,25.7374,106626,0.01
Ethiopia,2007,58801.7,0.64,863,ETH,Low income,Sub-Saharan Africa,9.01176,38.75919,1827482,0.01
Finland,2007,9668.94,-1.37,42016,FIN,High income,Europe & Central Asia,63.0041,26.0223,418548,-0.01
Fiji,2007,703.696,0.53,7128,FJI,Upper middle income,East Asia & Pacific,-17.8464,177.9148,26244,0.01
France,2007,83077.9,-0.18,37641,FRA,High income,Europe & Central Asia,48.85693,2.3412,3541985,0
Gabon,2007,3158.59,-10.4,16693,GAB,Upper middle income,Sub-Saharan Africa,-0.9496,11.2691,140426,-0.1
United Kingdom,2007,61771,-1.97,38164,GBR,High income,Europe & Central Asia,51.50643,-0.12721,4334694,-0.02
Georgia,2007,4653.34,2.78,5760,GEO,Lower middle income,Europe & Central Asia,41.69792,44.79859,183747,0.03
Ghana,2007,16676.1,50.66,2751,GHA,Lower middle income,Sub-Saharan Africa,7.6848,-1.2504,393569,0.51
Guinea,2007,21987,8.63,1203,GIN,Low income,Sub-Saharan Africa,9.51201,-13.70529,498429,0.09
Gambia,2007,1043.62,36.31,1528,GMB,Low income,Sub-Saharan Africa,13.52,-15.3748,28022,0.36
Guinea-Bissau,2007,1266.32,5.58,1313,GNB,Low income,Sub-Saharan Africa,11.80284,-14.60059,38862,0.06
Equatorial Guinea,2007,2737.94,5.27,36788,GNQ,Upper middle income,Sub-Saharan Africa,1.63472,10.46976,42323,0.05
Greece,2007,8315.35,0.5,32408,GRC,High income,Europe & Central Asia,37.97615,23.73642,321286,0
Grenada,2007,34.6336,0.78,12042,GRD,Upper middle income,Latin America & Caribbean,12.111,-61.6894,1218,0.01
Guatemala,2007,6320.54,2.33,6906,GTM,Upper middle income,Latin America & Caribbean,14.63173,-90.46745,255750,0.02
Guyana,2007,1252.71,7.54,5143,GUY,Upper middle income,Latin America & Caribbean,5.5936,-59.1166,82875,0.08
Honduras,2007,5312.21,2.53,4297,HND,Lower middle income,Latin America & Caribbean,14.08191,-87.2054,173026,0.03
Croatia,2007,4871.85,2.75,21426,HRV,High income,Europe & Central Asia,45.80722,15.96757,169512,0.03
Haiti,2007,4433.32,2.69,1607,HTI,Low income,Latin America & Caribbean,18.54363,-72.33971,160218,0.03
Hungary,2007,7553.27,-3.03,23091,HUN,High income,Europe & Central Asia,47.50623,19.06483,411305,-0.03
Indonesia,2007,214323,-58.46,7516,IDN,Lower middle income,East Asia & Pacific,-6.17149,106.82753,10519804,-0.58
India,2007,598069,1.42,3806,IND,Lower middle income,South Asia,18,77.21725,22110672,0.01
Ireland,2007,14617.4,-2.31,50001,IRL,High income,Europe & Central Asia,53.1437,-7.7786,574419,-0.02
Iran,2007,107983,3.16,15903,IRN,Upper middle income,Middle East & North Africa,35.68878,51.41503,3015914,0.03
Iraq,2007,21243.2,-0.42,11157,IRQ,Upper middle income,Middle East & North Africa,33.34209,44.39309,888427,0
Iceland,2007,368.955,4.43,42598,ISL,High income,Europe & Central Asia,64.8226,-18.487,14771,0.04
Israel,2007,3839.94,3.33,28091,ISR,High income,Middle East & North Africa,31.70425,35.2063,96404,0.03
Italy,2007,38418.8,-1.17,38125,ITA,High income,Europe & Central Asia,41.90305,12.49581,1849961,-0.01
Jamaica,2007,1322.38,0.57,9047,JAM,Upper middle income,Latin America & Caribbean,18.1938,-77.4411,49088,0.01
Jordan,2007,2081.66,6.53,10386,JOR,Upper middle income,Middle East & North Africa,31.95181,35.94042,46314,0.07
Japan,2007,41599.6,-0.81,35183,JPN,High income,East Asia & Pacific,36.1419,138.3339,2751790,-0.01
Kazakhstan,2007,59418.7,3.13,18419,KAZ,Upper middle income,Europe & Central Asia,51.12892,71.41369,2593672,0.03
Kenya,2007,26544.6,0.61,2416,KEN,Lower middle income,Sub-Saharan Africa,-1.28352,36.8238,852195,0.01
Cambodia,2007,41364.7,70.95,2321,KHM,Lower middle income,East Asia & Pacific,11.55227,104.87691,738203,0.71
Kiribati,2007,14.8733,2.55,1782,KIR,Lower middle income,East Asia & Pacific,-0.85424,169.5309,452,0.03
South Korea,2007,32663.7,0.56,28063,KOR,High income,East Asia & Pacific,39.01196,125.78686,1309908,0.01
Kuwait,2007,12692,-3.84,94915,KWT,High income,Middle East & North Africa,29.37322,47.97143,471490,-0.04
Lebanon,2007,1060.39,1.87,13122,LBN,Upper middle income,Middle East & North Africa,34.1736,36.0225,33648,0.02
Liberia,2007,1612.7,8.61,555,LBR,Low income,Sub-Saharan Africa,6.3521,-9.3257,40604,0.09
Libya,2007,17615.1,0.31,29553,LBY,Upper middle income,Middle East & North Africa,27.0041,17.7308,687184,0
Sri Lanka,2007,11011.3,6.27,6586,LKA,Lower middle income,South Asia,6.81157,80.6104,471616,0.06
Lesotho,2007,1228.99,1.74,1947,LSO,Lower middle income,Sub-Saharan Africa,-29.31618,27.49303,49846,0.02
Lithuania,2007,5095.97,-0.01,22396,LTU,High income,Europe & Central Asia,54.69063,25.26984,239158,0
Luxembourg,2007,1116.44,4.3,96245,LUX,High income,Europe & Central Asia,49.6096,6.12969,42809,0.04
Latvia,2007,3170.82,0.19,21438,LVA,High income,Europe & Central Asia,56.94599,24.11487,161763,0
Morocco,2007,11080.8,1.81,5825,MAR,Lower middle income,Middle East & North Africa,32.5289,-6.0403,396546,0.02
Moldova,2007,3425.5,-1.25,3603,MDA,Lower middle income,Europe & Central Asia,47.02462,28.83244,134918,-0.01
Madagascar,2007,17821.1,5.53,1468,MDG,Low income,Sub-Saharan Africa,-18.90428,47.52354,707189,0.06
Maldives,2007,45.3725,4.18,11040,MDV,Upper middle income,South Asia,4.17525,73.50928,1219,0.04
Mexico,2007,114028,0.97,15805,MEX,Upper middle income,Latin America & Caribbean,19.43196,-99.13313,4101730,0.01
Marshall Islands,2007,7.00481,2.92,3454,MHL,Upper middle income,East Asia & Pacific,7.0862,171.84685,211,0.03
Mali,2007,16597.5,16.6,1576,MLI,Low income,Sub-Saharan Africa,12.65032,-8.00004,457743,0.17
Malta,2007,248.802,0.66,27001,MLT,High income,Middle East & North Africa,35.89353,14.51179,7623,0.01
Mongolia,2007,6710.63,3.23,7046,MNG,Lower middle income,East Asia & Pacific,47.9221,106.91772,324010,0.03
Mozambique,2007,8173.63,4.03,835,MOZ,Low income,Sub-Saharan Africa,-25.97446,32.57323,425605,0.04
Mauritania,2007,5589.7,2.31,3412,MRT,Lower middle income,Sub-Saharan Africa,18.09194,-15.97248,167771,0.02
Mauritius,2007,284.473,1.6,13901,MUS,Upper middle income,Sub-Saharan Africa,-20.16389,57.4985,9466,0.02
Malawi,2007,4165.46,0.99,641,MWI,Low income,Sub-Saharan Africa,-13.91437,33.78427,154375,0.01
Malaysia,2007,33488.2,-0.11,19394,MYS,Upper middle income,East Asia & Pacific,3.14777,101.69403,1055241,0
Namibia,2007,4907.13,10.5,8095,NAM,Upper middle income,Sub-Saharan Africa,-22.57159,17.09075,164149,0.1
Niger,2007,6242.81,3.57,799,NER,Low income,Sub-Saharan Africa,13.51633,2.11627,224284,0.04
Nigeria,2007,102391,10.04,4528,NGA,Lower middle income,Sub-Saharan Africa,9.0631,7.46179,2945375,0.1
Nicaragua,2007,6117.7,2.34,3998,NIC,Lower middle income,Latin America & Caribbean,12.11721,-86.24079,210009,0.02
Netherlands,2007,20543.4,-1.59,46605,NLD,High income,Europe & Central Asia,52.3731,4.89329,1102817,-0.02
Norway,2007,17682,3.22,65781,NOR,High income,Europe & Central Asia,59.9123,10.75,577329,0.03
Nepal,2007,22806.1,1.15,1779,NPL,Low income,South Asia,27.69335,85.32233,878500,0.01
New Zealand,2007,27618,-0.72,32928,NZL,High income,East Asia & Pacific,-41.28948,174.77696,1152237,-0.01
Oman,2007,15236.2,-0.44,44585,OMN,High income,Middle East & North Africa,22.0906,57.0988,411797,0
Pakistan,2007,146915,3.22,4194,PAK,Lower middle income,South Asia,33.70768,73.07048,4247209,0.03
Panama,2007,3322.56,1.4,13087,PAN,High income,Latin America & Caribbean,8.4118,-81.1375,123546,0.01
Peru,2007,17268.9,3.27,8563,PER,Upper middle income,Latin America & Caribbean,-7.4554,-76.4849,634521,0.03
Philippines,2007,55297.1,2.38,5205,PHL,Lower middle income,East Asia & Pacific,17.0167,121.1449,2006627,0.02
Papua New Guinea,2007,1814.82,-7.26,1903,PNG,Lower middle income,East Asia & Pacific,-6.65409,144.3563,112203,-0.07
Poland,2007,66911.5,-4.32,19254,POL,High income,Europe & Central Asia,52.22875,21.00625,4187582,-0.04
North Korea,2007,18003.3,-7.4,1392,PRK,Low income,East Asia & Pacific,39.9949,126.4826,814278,-0.07
Portugal,2007,13010.8,0.4,27732,PRT,High income,Europe & Central Asia,40.6867,-7.8904,429349,0
Paraguay,2007,14494.5,-0.47,6398,PRY,Upper middle income,Latin America & Caribbean,-25.29738,-57.62775,601516,0
Qatar,2007,23870.6,14.49,126364,QAT,High income,Middle East & North Africa,25.1724,51.1925,480764,0.14
Romania,2007,26679.1,0.64,16442,ROU,Upper middle income,Europe & Central Asia,44.4343,26.10296,1412814,0.01
Russia,2007,504013,1.78,21374,RUS,Upper middle income,Europe & Central Asia,55.75697,50,21065036,0.02
Rwanda,2007,2692.98,1.52,1087,RWA,Low income,Sub-Saharan Africa,-1.94509,30.06404,79026,0.02
Saudi Arabia,2007,54662,-0.13,41464,SAU,High income,Middle East & North Africa,24.6473,46.71468,2056345,0
Sudan,2007,125045,45.83,3756,SDN,Lower middle income,Sub-Saharan Africa,15.60867,32.53578,2386128,0.46
Senegal,2007,8466.37,9.63,2143,SEN,Low income,Sub-Saharan Africa,15.0421,-15.0882,262359,0.1
Singapore,2007,2317.04,1.4,68375,SGP,High income,East Asia & Pacific,1.29017,103.852,58858,0.01
Solomon Islands,2007,1434.31,-0.42,1753,SLB,Lower middle income,East Asia & Pacific,-9.5984,160.14834,71192,0
Sierra Leone,2007,4838.4,38.03,1249,SLE,Low income,Sub-Saharan Africa,8.46502,-11.88553,122570,0.38
El Salvador,2007,3093.8,-3.16,7391,SLV,Lower middle income,Latin America & Caribbean,13.69966,-89.20681,115315,-0.03
Somalia,2007,15797.4,0.14,615,SOM,Low income,Sub-Saharan Africa,3.3303,44.8747,567641,0
Sao Tome and Principe,2007,42.7445,1.95,2524,STP,Lower middle income,Sub-Saharan Africa,0.21658,6.59542,1300,0.02
Suriname,2007,598.859,0.75,13059,SUR,Upper middle income,Latin America & Caribbean,5.82031,-55.16542,38179,0.01
Slovenia,2007,2969.29,-0.1,29878,SVN,High income,Europe & Central Asia,46.05061,14.5028,117538,0
Sweden,2007,11532.5,-0.78,44005,SWE,High income,Europe & Central Asia,59.33233,18.06293,470129,-0.01
Eswatini,2007,1271.84,2.75,5847,SWZ,Lower middle income,Sub-Saharan Africa,-26.32604,31.1411,48181,0.03
Seychelles,2007,22.5118,2.92,20968,SYC,High income,Sub-Saharan Africa,-4.62311,55.45364,732,0.03
Syria,2007,12355.9,1.89,6094,SYR,Low income,Middle East & North Africa,33.4993,36.30132,344200,0.02
Chad,2007,16451.2,-4.94,1755,TCD,Low income,Sub-Saharan Africa,15.5748,18.7182,457336,-0.05
Togo,2007,5397.15,59.13,1224,TGO,Low income,Sub-Saharan Africa,8.4736,1.00643,130390,0.59
Thailand,2007,95354.4,4.51,11940,THA,Upper middle income,East Asia & Pacific,13.75336,100.50483,3688811,0.05
Tajikistan,2007,4307.68,5.75,1898,TJK,Low income,Europe & Central Asia,38.56791,68.77156,159714,0.06
Turkmenistan,2007,31847.1,5.97,7834,TKM,Upper middle income,Europe & Central Asia,37.95055,58.38555,924698,0.06
Timor-Leste,2007,689.243,0.51,1323,TLS,Lower middle income,East Asia & Pacific,-8.89242,125.7582,20213,0.01
Tonga,2007,59.4959,0.47,4664,TON,Upper middle income,East Asia & Pacific,-21.13369,-175.20361,2348,0
Trinidad and Tobago,2007,13485.2,3.73,30008,TTO,High income,Latin America & Caribbean,10.459,-61.2323,230252,0.04
Tunisia,2007,6801.62,-8.1,9585,TUN,Lower middle income,Middle East & North Africa,36.80002,10.1827,210882,-0.08
Turkey,2007,70617.9,5.12,16551,TUR,Upper middle income,Europe & Central Asia,39.94292,32.86049,2134964,0.05
Tanzania,2007,25012,-0.92,1980,TZA,Low income,Sub-Saharan Africa,-6.17349,35.74653,1056588,-0.01
Uganda,2007,26989.5,66.15,1367,UGA,Low income,Sub-Saharan Africa,0.32537,32.58701,556449,0.66
Ukraine,2007,68781.5,-2.09,8519,UKR,Lower middle income,Europe & Central Asia,50.45058,30.52428,3869662,-0.02
